text,entities
"""Cô ấy bị tê bì với warfarin và gabapentin""","""[{""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 14}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 27}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 19, ""end"": 27}, {""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 31, ""end"": 41}, {""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 31, ""end"": 41}]"""
"""nôn mửa kèm theo đau cơ từ 2 ngày""","""[{""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 23}, {""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 23}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 27, ""end"": 33}]"""
"""Dùng amoxicillin 1mg mỗi tối""","""[{""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""1mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 20}, {""text"": ""mỗi tối"", ""label"": ""FREQUENCY"", ""start"": 21, ""end"": 28}]"""
"""Cô ấy bị đau khớp với lisinopril và atorvastatin""","""[{""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""atorvastatin"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 48}, {""text"": ""atorvastatin"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 48}]"""
"""Tôi 40 tuổi bị chảy nước mũi""","""[{""text"": ""40 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 11}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 15, ""end"": 28}]"""
"""Sử dụng simvastatin 400mg trước bữa ăn""","""[{""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 25}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 26, ""end"": 38}]"""
"""Ông ấy 35 năm tuổi bị hen suyễn""","""[{""text"": ""35 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""hen suyễn"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 31}]"""
"""Bị đau răng ở cột sống từ từ sáng""","""[{""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""cột sống"", ""label"": ""BODY_PART"", ""start"": 14, ""end"": 22}, {""text"": ""từ sáng"", ""label"": ""DURATION"", ""start"": 26, ""end"": 33}]"""
"""Uống gabapentin 1/2 viên để hạ sốt""","""[{""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 24}, {""text"": ""hạ sốt"", ""label"": ""INDICATION"", ""start"": 28, ""end"": 34}]"""
"""Con tôi 28 năm tuổi bị phù nề và đau lưng mãn tính""","""[{""text"": ""28 năm tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 19}, {""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 29}, {""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 29}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 33, ""end"": 50}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 33, ""end"": 50}]"""
"""Con tôi 70 tháng tuổi bị sốt cao và phù chân""","""[{""text"": ""70 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 21}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 32}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 32}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 44}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 36, ""end"": 44}]"""
"""Bị sốt cao từ 5 ngày""","""[{""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 14, ""end"": 20}]"""
"""Cô ấy bị đau khớp với amoxicillin và metformin""","""[{""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 46}, {""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 46}]"""
"""Ông ấy 85 tuổi bị suy tim""","""[{""text"": ""85 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""suy tim"", ""label"": ""DISEASE"", ""start"": 18, ""end"": 25}]"""
"""Tôi 8 tuổi bị tê bì""","""[{""text"": ""8 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 10}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 14, ""end"": 19}]"""
"""Cô ấy 50 tuổi bị cao huyết áp dữ dội""","""[{""text"": ""50 tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 13}, {""text"": ""cao huyết áp"", ""label"": ""DISEASE"", ""start"": 17, ""end"": 29}, {""text"": ""dữ dội"", ""label"": ""SEVERITY"", ""start"": 30, ""end"": 36}]"""
"""Tôi 90 năm tuổi bị đau ngực""","""[{""text"": ""90 năm tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 15}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 27}]"""
"""Bệnh nhân 70 tuổi bị tiểu đường type 2 cần dùng warfarin""","""[{""text"": ""70 tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 17}, {""text"": ""tiểu đường type 2"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 38}, {""text"": ""warfarin"", ""label"": ""MEDICATION"", ""start"": 48, ""end"": 56}]"""
"""Sử dụng gabapentin 3 viên lúc sáng sớm""","""[{""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 18}, {""text"": ""3 viên"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 25}, {""text"": ""lúc sáng sớm"", ""label"": ""TIMING"", ""start"": 26, ""end"": 38}]"""
"""Cô ấy 18 tháng tuổi bị migraine nặng""","""[{""text"": ""18 tháng tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 19}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 31}, {""text"": ""nặng"", ""label"": ""SEVERITY"", ""start"": 32, ""end"": 36}]"""
"""Trẻ em 15 năm tuổi bị sốt cao 5.5 mmol/L cần kiểm soát đường huyết""","""[{""text"": ""15 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""5.5 mmol/L"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 40}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 45, ""end"": 66}]"""
"""Uống kháng sinh 1 viên để giảm đau""","""[{""text"": ""kháng sinh"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 22}, {""text"": ""giảm đau"", ""label"": ""INDICATION"", ""start"": 26, ""end"": 34}]"""
"""Trẻ em 60 tháng tuổi bị đau đầu 40 độ C cần giảm cholesterol""","""[{""text"": ""60 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đau đầu"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""40 độ C"", ""label"": ""MEASUREMENT"", ""start"": 32, ""end"": 39}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 44, ""end"": 60}]"""
"""Dùng ibuprofen 400mg liên tục""","""[{""text"": ""ibuprofen"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 14}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 15, ""end"": 20}, {""text"": ""liên tục"", ""label"": ""FREQUENCY"", ""start"": 21, ""end"": 29}]"""
"""Con tôi 20 tháng tuổi bị đau bụng và khó thở về đêm""","""[{""text"": ""20 tháng tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 21}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 33}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 25, ""end"": 33}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 37, ""end"": 51}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 37, ""end"": 51}]"""
"""Bà ngoại 20 năm tuổi bị đau lưng mãn tính ở ngực trái""","""[{""text"": ""20 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 41}, {""text"": ""ngực trái"", ""label"": ""BODY_PART"", ""start"": 44, ""end"": 53}]"""
"""Ông ấy 70 tháng tuổi bị đau dạ dày""","""[{""text"": ""70 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đau dạ dày"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 34}]"""
"""Thuốc aspirin 1 ống theo đơn khi đói""","""[{""text"": ""aspirin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 13}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 19}, {""text"": ""theo đơn"", ""label"": ""FREQUENCY"", ""start"": 20, ""end"": 28}, {""text"": ""khi đói"", ""label"": ""TIMING"", ""start"": 29, ""end"": 36}]"""
"""Sử dụng atorvastatin 3 viên trước khi ngủ""","""[{""text"": ""atorvastatin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 20}, {""text"": ""3 viên"", ""label"": ""DOSAGE"", ""start"": 21, ""end"": 27}, {""text"": ""trước khi ngủ"", ""label"": ""TIMING"", ""start"": 28, ""end"": 41}]"""
"""phù chân kèm theo đau ngực từ 2 ngày""","""[{""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 8}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 26}, {""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 26}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 30, ""end"": 36}]"""
"""Tôi 2 tuổi bị tim đập nhanh""","""[{""text"": ""2 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 10}, {""text"": ""tim đập nhanh"", ""label"": ""SYMPTOM"", ""start"": 14, ""end"": 27}]"""
"""Dùng losartan 2mg khi cần thiết""","""[{""text"": ""losartan"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""2mg"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 17}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 18, ""end"": 31}]"""
"""Ông ấy 70 năm tuổi bị loãng xương cần khẩn cấp""","""[{""text"": ""70 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""loãng xương"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 33}, {""text"": ""khẩn cấp"", ""label"": ""URGENCY"", ""start"": 38, ""end"": 46}]"""
"""Sử dụng simvastatin 1/2 viên trước bữa ăn""","""[{""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 28}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 29, ""end"": 41}]"""
"""Thuốc penicillin 10 đơn vị ba lần một ngày trước ăn""","""[{""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""10 đơn vị"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 26}, {""text"": ""ba lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 27, ""end"": 42}, {""text"": ""trước ăn"", ""label"": ""TIMING"", ""start"": 43, ""end"": 51}]"""
"""Chị ấy 30 tháng tuổi có thai 6 tháng bị run tay""","""[{""text"": ""30 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""có thai 6 tháng"", ""label"": ""CONDITION"", ""start"": 21, ""end"": 36}, {""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 40, ""end"": 47}]"""
"""Bị nôn trớ ở tai từ 2 tuần""","""[{""text"": ""nôn trớ"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""tai"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 16}, {""text"": ""2 tuần"", ""label"": ""DURATION"", ""start"": 20, ""end"": 26}]"""
"""Sử dụng thuốc giảm đau 1 viên khi đói""","""[{""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 22}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 23, ""end"": 29}, {""text"": ""khi đói"", ""label"": ""TIMING"", ""start"": 30, ""end"": 37}]"""
"""Thuốc sulfa 1 gói 3 lần/ngày sau ăn""","""[{""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 11}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 12, ""end"": 17}, {""text"": ""3 lần/ngày"", ""label"": ""FREQUENCY"", ""start"": 18, ""end"": 28}, {""text"": ""sau ăn"", ""label"": ""TIMING"", ""start"": 29, ""end"": 35}]"""
"""Ông ấy 42 năm tuổi bị mụn trứng cá""","""[{""text"": ""42 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""mụn trứng cá"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 34}]"""
"""Thuốc atorvastatin 1 viên liên tục lúc sáng sớm""","""[{""text"": ""atorvastatin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 18}, {""text"": ""1 viên"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 25}, {""text"": ""liên tục"", ""label"": ""FREQUENCY"", ""start"": 26, ""end"": 34}, {""text"": ""lúc sáng sớm"", ""label"": ""TIMING"", ""start"": 35, ""end"": 47}]"""
"""Bị ho có đờm ở lưng từ 3 ngày""","""[{""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 12}, {""text"": ""lưng"", ""label"": ""BODY_PART"", ""start"": 15, ""end"": 19}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 23, ""end"": 29}]"""
"""Thuốc metformin 400mg mỗi 8 giờ trước bữa ăn""","""[{""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 15}, {""text"": ""400mg"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""mỗi 8 giờ"", ""label"": ""FREQUENCY"", ""start"": 22, ""end"": 31}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 32, ""end"": 44}]"""
"""Uống thuốc hạ áp 20 đơn vị để giảm cholesterol""","""[{""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""20 đơn vị"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 26}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 30, ""end"": 46}]"""
"""Ông ấy 5 tháng tuổi bị mụn trứng cá cần cấp cứu""","""[{""text"": ""5 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 19}, {""text"": ""mụn trứng cá"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 35}, {""text"": ""cấp cứu"", ""label"": ""URGENCY"", ""start"": 40, ""end"": 47}]"""
"""Cô ấy bị đau đầu một bên với thuốc giảm đau và lisinopril""","""[{""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 24}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 29, ""end"": 43}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 29, ""end"": 43}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 47, ""end"": 57}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 47, ""end"": 57}]"""
"""Trẻ em 55 năm tuổi bị đau tim 37.5 độ C cần chống nôn""","""[{""text"": ""55 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""37.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 39}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 44, ""end"": 53}]"""
"""Bị đau khớp ở lưng từ kéo dài 1 tuần""","""[{""text"": ""đau khớp"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""lưng"", ""label"": ""BODY_PART"", ""start"": 14, ""end"": 18}, {""text"": ""kéo dài 1 tuần"", ""label"": ""DURATION"", ""start"": 22, ""end"": 36}]"""
"""Thuốc amlodipine 1 gói 3 lần/ngày sau ăn""","""[{""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""1 gói"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 22}, {""text"": ""3 lần/ngày"", ""label"": ""FREQUENCY"", ""start"": 23, ""end"": 33}, {""text"": ""sau ăn"", ""label"": ""TIMING"", ""start"": 34, ""end"": 40}]"""
"""Trẻ em 8 tuổi bị rụng tóc 5.5 mmol/L cần chống viêm""","""[{""text"": ""8 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 13}, {""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 25}, {""text"": ""5.5 mmol/L"", ""label"": ""MEASUREMENT"", ""start"": 26, ""end"": 36}, {""text"": ""chống viêm"", ""label"": ""INDICATION"", ""start"": 41, ""end"": 51}]"""
"""Sử dụng azithromycin 20 đơn vị buổi tối""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 20}, {""text"": ""20 đơn vị"", ""label"": ""DOSAGE"", ""start"": 21, ""end"": 30}, {""text"": ""buổi tối"", ""label"": ""TIMING"", ""start"": 31, ""end"": 39}]"""
"""Con tôi 12 tuổi bị đau cơ và tê bì""","""[{""text"": ""12 tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 15}, {""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 25}, {""text"": ""đau cơ"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 25}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 29, ""end"": 34}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 29, ""end"": 34}]"""
"""Chị ấy 75 năm tuổi suy gan bị nôn trớ""","""[{""text"": ""75 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 19, ""end"": 26}, {""text"": ""nôn trớ"", ""label"": ""SYMPTOM"", ""start"": 30, ""end"": 37}]"""
"""Bệnh nhân 1 năm tuổi bị viêm da cơ địa cần dùng thuốc giảm đau""","""[{""text"": ""1 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 20}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 38}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 48, ""end"": 62}]"""
"""Ông ấy 15 tháng tuổi bị bệnh parkinson""","""[{""text"": ""15 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""bệnh parkinson"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 38}]"""
"""Con tôi 50 năm tuổi bị khó ngủ và chuột rút""","""[{""text"": ""50 năm tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 19}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""khó ngủ"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 30}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 34, ""end"": 43}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 34, ""end"": 43}]"""
"""Tôi 1 tuổi bị phù chân""","""[{""text"": ""1 tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 10}, {""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 14, ""end"": 22}]"""
"""Ông ấy 8 năm tuổi bị bệnh thận cần emergency""","""[{""text"": ""8 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 17}, {""text"": ""bệnh thận"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 30}, {""text"": ""emergency"", ""label"": ""URGENCY"", ""start"": 35, ""end"": 44}]"""
"""Bị táo bón từ 1 tuần""","""[{""text"": ""táo bón"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 14, ""end"": 20}]"""
"""Bệnh nhân 75 năm tuổi bị migraine cần dùng lisinopril""","""[{""text"": ""75 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 33}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 43, ""end"": 53}, {""text"": ""lisinopril"", ""label"": ""MEDICATION"", ""start"": 43, ""end"": 53}]"""
"""Ông ấy 45 năm tuổi bị bệnh thận""","""[{""text"": ""45 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""bệnh thận"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 31}]"""
